carat,cut,color,clarity,depth,table,weight,size,price
0.75,Ideal,E,SI2,62.1,57,5.81,5.85,2278
0.73,Ideal,G,SI1,61.6,57,5.81,5.79,2278
0.61,Ideal,E,VS2,62.2,54,5.51,5.49,2278
0.85,Good,J,SI1,59.2,64,6.17,6.13,2278
0.73,Fair,H,VS2,65.9,55,5.68,5.64,2278
0.73,Ideal,H,SI2,62.3,56,5.78,5.72,2278
0.73,Premium,E,SI2,61.8,58,5.76,5.71,2278
0.7,Very Good,H,VS1,60.3,63,5.73,5.77,2279
0.56,Premium,E,VVS2,61.5,58,5.3,5.33,2279
0.56,Ideal,G,IF,62,56,5.28,5.33,2279
0.72,Ideal,J,IF,62,55,5.74,5.77,2279
0.71,Very Good,D,SI2,61.8,63,5.73,5.67,2279
0.53,Very Good,E,VVS2,62.3,55,5.18,5.22,2280
1,Fair,F,I1,68,57,6.14,6.05,2280
0.7,Very Good,G,SI1,62.7,55,5.63,5.66,2281
0.7,Very Good,E,SI2,59.5,56,5.79,5.81,2281
0.56,Ideal,F,VVS2,62.3,54,5.29,5.34,2281
0.53,Good,F,VVS2,62.5,65,5.11,5.17,2281
0.74,Very Good,E,SI2,63,58,5.73,5.77,2282
0.7,Good,G,VS2,63.1,58,5.66,5.69,2282
0.7,Very Good,G,VS2,58.2,60,5.84,5.78,2282
0.71,Good,F,SI2,64.5,55.6,5.58,5.61,2282
0.71,Good,H,SI1,58.4,62.1,5.8,5.83,2282
0.65,Ideal,E,VS2,62,56,5.6,5.57,2282
0.77,Premium,F,SI2,62.2,58,5.9,5.85,2282
0.81,Very Good,J,VS2,60.4,59,6.04,6.11,2283
0.71,Good,I,VVS2,63.7,56,5.68,5.63,2283
0.71,Premium,G,SI1,62.3,56,5.69,5.65,2283
0.5,Ideal,F,VVS2,61.8,53,5.13,5.18,2283
0.61,Ideal,F,VS1,61.8,57,5.43,5.47,2283
0.7,Ideal,E,SI2,62.5,54,5.68,5.71,2283
0.82,Premium,J,SI1,61.2,58,6.04,5.99,2283
0.59,Ideal,G,VVS2,62.2,56,5.39,5.35,2283
0.92,Fair,H,SI2,66.1,57,6.22,6,2283
0.72,Very Good,D,SI1,62.9,58,5.7,5.72,2285
0.7,Premium,G,SI1,61.6,58,5.71,5.65,2285
0.7,Premium,G,SI1,61.6,61,5.7,5.63,2285
0.61,Ideal,E,VS1,61.7,55,5.45,5.47,2285
0.7,Ideal,H,SI2,60.4,58,5.82,5.77,2285
0.61,Ideal,G,VS2,61.6,55,5.46,5.48,2286
0.7,Very Good,H,VS2,60,55,5.73,5.77,2287
0.27,Ideal,H,VS2,60.5,57,4.17,4.19,397
0.27,Premium,G,VS2,62.4,59,4.11,4.13,397
0.26,Very Good,H,VS1,62,56,4.08,4.11,399
0.25,Very Good,D,VS2,61.1,60,4.07,4.11,399
0.27,Very Good,G,VS1,58.8,57,4.25,4.36,399
0.24,Good,F,VS1,62.5,60,3.96,3.98,399
0.25,Good,D,VS1,57.6,60,4.15,4.18,399
0.31,Ideal,J,VS2,61.8,54.1,4.35,4.38,400
0.31,Ideal,J,VS2,62.1,53.6,4.36,4.39,400
0.23,Very Good,E,VS2,62.4,60,3.9,3.92,400
0.23,Premium,E,VS1,61.8,60,3.91,3.95,400
0.26,Very Good,F,SI1,61.3,55,4.15,4.21,401
0.26,Very Good,F,SI1,61.4,56,4.13,4.16,401
0.3,Ideal,E,SI2,62.1,54,4.32,4.35,401
0.3,Ideal,E,SI2,62.1,55,4.3,4.33,401
0.3,Ideal,E,SI2,62,54,4.33,4.35,401
0.3,Ideal,E,SI2,60.9,59,4.29,4.32,401
0.25,Good,H,VVS1,60.6,64,4.05,4.07,401
0.23,Very Good,D,VS2,61.6,58,3.96,3.99,402
0.23,Very Good,D,VS2,63.1,58,3.91,3.95,402
0.23,Very Good,D,VS2,62.9,57,3.92,3.97,402
0.23,Very Good,E,VS2,60.8,58,3.98,4.02,402
0.23,Very Good,E,VS2,60.5,58,3.92,3.95,402
0.23,Very Good,E,VS2,60.8,58,3.97,4.05,402
0.23,Very Good,F,VS2,63.4,56,3.84,3.89,402
0.23,Very Good,F,VS2,61,59,3.95,3.99,402
0.23,Very Good,F,VS2,59.1,59,4.02,4.07,402
0.23,Very Good,F,VS2,61.6,59,3.96,4,402
0.23,Very Good,F,VS2,59.4,57,4.06,4.09,402
0.23,Very Good,F,VS1,61.9,58,3.9,4.02,402
0.31,Premium,G,VS2,61.2,58,4.32,4.37,544
0.31,Good,G,VS2,63.6,56,4.26,4.29,544
0.31,Good,E,SI1,63.7,57,4.29,4.31,544
0.31,Ideal,H,VS1,62.2,57,4.34,4.37,544
0.31,Ideal,G,VS2,61.7,57,4.33,4.36,544
0.31,Very Good,E,SI1,63,57,4.29,4.32,544
0.31,Ideal,E,SI1,62.7,57,4.29,4.32,544
0.31,Good,E,SI1,63.6,57,4.28,4.3,544
0.31,Good,H,VS1,63.2,57,4.29,4.32,544
0.31,Premium,E,VS2,60.5,60,4.34,4.39,544
0.31,Good,E,SI1,63.5,55,4.31,4.35,544
0.31,Very Good,G,VS2,63,54,4.33,4.37,544
0.31,Premium,H,VS1,62.4,58,4.32,4.36,544
0.31,Ideal,G,VS2,61.4,57,4.33,4.37,544
0.31,Very Good,E,SI1,63,59,4.26,4.31,544
0.31,Good,E,SI1,63.4,55,4.29,4.32,544
0.31,Good,G,VS2,63.5,58,4.22,4.29,544
0.31,Very Good,E,SI1,62,58,4.3,4.35,544
0.31,Ideal,H,VS1,62.6,55,4.31,4.35,544
0.31,Ideal,G,VS2,61.4,56,4.34,4.36,544
0.3,Very Good,E,VS2,62.9,58,4.27,4.31,544
0.31,Good,E,SI1,63.2,59,4.28,4.33,544
0.31,Ideal,G,VS2,61.7,55,4.35,4.37,544
0.31,Very Good,H,VS1,61.4,56,4.37,4.39,544
0.31,Very Good,E,SI1,62.7,58,4.31,4.33,544
0.31,Good,E,SI1,63.1,57,4.28,4.31,544
0.31,Ideal,G,VS2,61.8,57,4.34,4.36,544
0.31,Premium,I,VVS2,59.4,59,4.41,4.44,544
0.31,Ideal,G,VS2,59.6,57,4.4,4.43,544
0.31,Very Good,I,VVS2,61.6,59,4.31,4.33,544
0.7,Very Good,G,VS1,60.5,62,5.72,5.76,2287
0.34,Ideal,D,IF,62.1,57,4.46,4.52,2287
0.34,Ideal,D,IF,59.8,57,4.57,4.59,2287
0.7,Ideal,I,SI1,62.6,54,5.63,5.71,2287
0.7,Ideal,I,SI1,62.8,56,5.64,5.67,2287
0.7,Ideal,I,SI1,61,57,5.71,5.74,2287
0.5,Ideal,G,IF,60.8,54,5.19,5.2,2287
0.76,Premium,F,SI2,59.3,59,5.97,5.93,2287
1.01,Fair,G,I1,64.5,56,6.32,6.26,2287
0.7,Very Good,I,VS1,62.7,58,5.61,5.65,2288
0.73,Very Good,I,VS1,62.4,56,5.72,5.76,2288
0.53,Ideal,E,VVS2,62.4,56,5.15,5.17,2288
0.76,Ideal,H,SI2,63,56,5.81,5.84,2288
0.7,Ideal,F,SI1,61.3,57,5.72,5.77,2288
0.62,Good,D,VS2,58.9,64,5.62,5.55,2288
0.74,Ideal,H,SI2,61.4,56,5.78,5.84,2289
0.54,Ideal,G,IF,61.2,57,5.26,5.28,2289
0.54,Ideal,G,IF,61.5,55,5.24,5.3,2289
0.51,Very Good,D,VVS2,63.1,58,5.1,5.07,2289
0.7,Good,F,SI1,64.1,56,5.63,5.6,2289
0.53,Premium,F,VS2,60.6,58,5.26,5.2,2290
0.53,Ideal,F,VS2,61.6,56,5.26,5.23,2290
0.57,Very Good,F,VVS2,62.6,58,5.28,5.3,2290
0.7,Very Good,E,SI2,60.1,56,5.76,5.79,2290
0.7,Fair,G,VS1,65.2,57,5.56,5.52,2290
0.44,Ideal,D,VVS1,60.6,56,4.95,4.99,2290
0.44,Ideal,D,VVS1,61,57,4.91,4.93,2290
0.53,Ideal,F,VVS2,62.1,56,5.22,5.15,2290
0.53,Ideal,F,VVS2,62.2,54,5.22,5.19,2290
0.7,Good,F,VS2,63.8,60,5.61,5.52,2290
0.56,Premium,F,VVS2,59.5,61,5.36,5.33,2290
0.53,Premium,F,VVS2,61.4,57,5.22,5.2,2290
0.53,Ideal,F,VVS2,61.3,55,5.23,5.27,2291
0.53,Ideal,F,VVS2,61.3,56,5.21,5.24,2291
0.71,Ideal,F,SI2,60.7,57,5.78,5.81,2291
1.01,Very Good,D,I1,63.4,61,6.38,6.3,2291
0.74,Premium,D,SI2,61.8,59,5.85,5.83,2291
0.8,Premium,J,VS1,60.8,59,6,5.94,2292
0.77,Ideal,J,VS2,61.9,54,5.89,5.94,2292
0.56,Ideal,D,VS1,62.5,56,5.26,5.3,2292
0.77,Fair,I,VVS2,59.2,66,5.96,5.9,2292
0.7,Very Good,G,SI1,63.5,56,5.64,5.7,2293
0.77,Very Good,H,SI2,63.3,58,5.78,5.76,2293
0.53,Ideal,G,IF,60.6,56,5.27,5.33,2293
0.53,Ideal,G,IF,60.3,56,5.29,5.33,2293
0.67,Good,F,VS1,62.3,62,5.5,5.59,2293
0.7,Premium,H,VS1,62.3,59,5.71,5.66,2293
1.05,Fair,H,I1,61.8,57,6.51,6.4,2293
0.7,Very Good,I,VS1,61.4,57,5.72,5.74,2294
0.72,Very Good,D,SI2,59.8,60,5.76,5.81,2294
0.8,Very Good,H,SI2,62.7,57,5.88,5.95,2294
0.71,Premium,I,VS2,62.1,59,5.7,5.73,2294
0.55,Ideal,F,VVS2,61.5,57,5.24,5.27,2294
0.55,Ideal,F,VVS2,60.8,56,5.27,5.32,2294
0.59,Ideal,E,VS1,62.3,56,5.4,5.38,2294
0.7,Ideal,H,SI1,62.5,56,5.64,5.69,2294
0.7,Ideal,H,SI1,62.6,55,5.65,5.7,2294
0.7,Ideal,H,SI1,62.5,55,5.69,5.71,2294
0.7,Ideal,H,SI1,62.2,55,5.67,5.71,2294
0.85,Premium,J,VS2,60.7,58,6.12,6.08,2295
0.72,Ideal,G,SI2,62.6,52,5.74,5.77,2295
0.72,Ideal,G,SI2,62.3,54,5.76,5.79,2295
0.75,Premium,I,SI1,59.1,58,5.91,5.87,2295
0.74,Ideal,F,SI2,60.3,58,5.84,5.82,2295
0.75,Premium,H,SI2,63,58,5.79,5.76,2295
0.7,Very Good,H,SI1,60.4,61,5.68,5.77,2296
0.79,Very Good,I,SI1,61.8,60,5.92,5.96,2296
0.52,Ideal,D,VS1,62.2,56,5.16,5.13,2296
0.58,Premium,G,VS2,62.2,58,5.35,5.32,2297
0.53,Very Good,E,VVS2,60.7,59,5.19,5.28,2297
0.64,Very Good,D,VS2,62.2,58,5.49,5.54,2297
0.71,Premium,F,SI1,60.4,58,5.8,5.83,2297
0.5,Ideal,E,VVS2,61.8,53.6,5.1,5.13,2297
0.57,Ideal,E,VS1,61,56,5.38,5.4,2297
0.72,Ideal,G,SI2,61.4,56,5.76,5.83,2297
0.69,Ideal,G,SI1,62.4,56,5.66,5.69,2297
0.81,Fair,I,VS1,66.5,53,5.76,5.83,2297
0.58,Premium,E,VS1,62.2,58,5.35,5.3,2297
0.74,Very Good,F,SI2,59.6,60,5.85,6,2298
0.7,Very Good,E,SI2,63.2,56,5.6,5.64,2298
0.7,Very Good,E,SI2,61.5,56,5.71,5.73,2298
0.56,Ideal,F,VVS2,61.9,56,5.28,5.32,2298
0.7,Good,D,SI1,64.2,60,5.59,5.62,2298
0.6,Ideal,F,VVS2,61.8,57,5.36,5.42,2298
0.72,Ideal,F,SI2,61.7,55,5.79,5.75,2298
0.7,Ideal,H,SI2,61.8,57,5.67,5.72,2298
0.56,Ideal,G,IF,61.7,55,5.29,5.34,2298
0.56,Ideal,G,IF,61.8,54,5.31,5.33,2298
0.72,Premium,F,SI2,60.5,59,5.83,5.8,2298
0.57,Good,F,VVS2,57.6,60,5.49,5.45,2298
0.7,Premium,D,SI2,62.1,60,5.71,5.73,2299
0.79,Very Good,J,VS2,60.8,56,5.98,6.02,2300
0.75,Very Good,I,SI1,63.7,56,5.73,5.77,2300
0.87,Very Good,J,SI1,61.4,57,6.14,6.17,2300
0.71,Premium,I,VS2,59.3,59,5.89,5.81,2300
0.74,Premium,H,SI1,62.4,58,5.75,5.7,2300
0.75,Ideal,J,VS1,62.9,57,5.74,5.81,2300
0.72,Ideal,F,SI2,61.2,58,5.72,5.78,2300
0.71,Premium,I,VS2,60.4,60,5.8,5.72,2300
0.71,Fair,G,SI1,65.5,55,5.59,5.56,2300
0.71,Premium,I,VS2,62.8,59,5.67,5.64,2300
0.71,Good,F,SI1,57.9,53,5.84,5.8,2300
0.71,Fair,G,SI2,64.4,58,5.59,5.56,2300
0.81,Fair,F,SI2,68.8,79,5.26,5.2,2301
0.51,Ideal,E,VVS2,62.5,57,5.06,5.12,2301
0.52,Ideal,E,VVS2,61.8,56,5.16,5.19,2301
0.52,Ideal,D,VVS2,61.4,56,5.23,5.2,2302
0.59,Very Good,F,VVS2,63.5,59,5.28,5.3,2302
0.54,Ideal,D,VVS2,61.2,55,5.25,5.31,2302
0.73,Ideal,I,VS1,62.1,55.8,5.77,5.81,2302
0.7,Very Good,G,VS2,63.1,58,5.69,5.66,2302
0.52,Premium,E,VVS1,59.8,58,5.27,5.24,2302
0.77,Ideal,H,SI2,60.8,57,5.96,5.89,2302
0.51,Ideal,G,VVS2,61.2,56,5.16,5.17,2303
0.76,Premium,E,SI2,61.3,59,5.85,5.83,2303
0.55,Ideal,H,VVS1,61.6,55,5.26,5.29,2303
0.8,Premium,E,SI2,59.1,61,6.03,5.99,2304
0.56,Very Good,E,VVS2,60.3,57,5.33,5.37,2304
0.7,Very Good,I,VS1,61.9,58,5.7,5.73,2304
0.7,Very Good,G,SI1,62.8,56,5.64,5.66,2304
0.51,Very Good,F,IF,59.4,60,5.18,5.23,2304
0.96,Fair,J,I1,59.5,60,6.28,6.23,2304
0.71,Ideal,F,SI2,62.2,56,5.71,5.74,2304
0.72,Good,E,SI1,63.9,58,5.72,5.64,2305
0.7,Very Good,H,SI2,61.6,56.1,5.72,5.77,2306
0.71,Good,I,VS1,63.3,56,5.65,5.69,2306
0.71,Premium,I,VS1,61.8,58,5.72,5.76,2306
0.71,Good,I,VS1,63.6,56,5.65,5.7,2306
0.71,Ideal,I,VS1,62.1,56,5.68,5.72,2306
0.71,Premium,E,SI2,61.1,58,5.76,5.73,2306
0.61,Premium,D,VS1,61.5,58,5.46,5.4,2306
0.71,Premium,E,SI2,61.4,59,5.74,5.7,2306
0.61,Ideal,F,VS2,61.5,54,5.48,5.51,2306
0.6,Ideal,E,VS1,62.2,56,5.36,5.44,2306
0.72,Fair,G,VS2,64.6,55,5.66,5.71,2306
0.7,Premium,F,SI1,59.9,58,5.73,5.69,2306
0.61,Ideal,F,VS1,60.7,56,5.52,5.49,2306
0.87,Ideal,H,SI2,63,57,6.07,6.02,2307
0.78,Very Good,F,SI2,61.5,59,5.88,5.95,2307
0.7,Very Good,E,SI2,63.2,61,5.62,5.59,2307
0.7,Premium,E,SI2,60.6,59,5.76,5.73,2307
0.54,Ideal,D,VS2,61.6,55,5.25,5.27,2307
0.81,Ideal,J,SI1,62,56,6,6.03,2307
0.7,Good,E,SI2,63.7,61,5.64,5.6,2307
0.7,Premium,E,SI2,62.9,59,5.67,5.59,2307
0.75,Premium,D,SI2,60.3,61,5.88,5.86,2307
0.76,Ideal,J,VS1,61.9,54,5.88,5.84,2307
0.71,Ideal,G,SI1,61.1,57,5.79,5.73,2307
0.71,Ideal,I,VVS2,62.4,54,5.72,5.75,2308
0.71,Ideal,E,SI1,61.5,57,5.74,5.78,2308
0.71,Ideal,E,SI1,62,56,5.72,5.77,2308
0.72,Good,E,SI2,57.9,56,5.93,5.85,2308
0.72,Ideal,E,SI2,61.8,55,5.77,5.75,2308
0.71,Good,F,SI1,63.7,58,5.65,5.62,2308
0.64,Ideal,H,VVS1,62.2,58,5.49,5.51,2308
0.67,Very Good,F,VS2,59.4,59.5,5.7,5.76,2309
0.67,Very Good,G,VS1,59.9,57.4,5.69,5.75,2309
0.73,Premium,F,SI2,61.6,58,5.79,5.73,2309
0.74,Ideal,G,SI1,62.7,56,5.78,5.74,2309
0.67,Good,F,VS2,58.1,62,5.76,5.83,2309
0.67,Good,F,VS2,58.7,61.5,5.67,5.79,2309
0.61,Ideal,G,VS1,62.6,55,5.46,5.43,2309
0.7,Ideal,D,SI1,61.2,54,5.79,5.75,2310
0.5,Very Good,D,VVS2,63.3,55,5.08,5.06,2310
0.7,Very Good,G,SI1,61.7,56,5.66,5.75,2310
0.7,Premium,E,SI1,62.4,60,5.72,5.63,2310
0.7,Very Good,E,SI2,59.6,63,5.76,5.71,2310
0.62,Very Good,D,VS1,63.4,55,5.46,5.43,2310
0.51,Premium,F,VVS2,61.9,56,5.17,5.13,2310
0.7,Ideal,G,SI1,61.9,58,5.69,5.72,2310
0.9,Fair,G,I1,66,58,5.96,5.88,2310
0.7,Good,E,SI2,57.8,61,5.88,5.82,2310
0.7,Good,D,SI2,58.5,65,5.79,5.76,2310
0.7,Very Good,E,SI2,63.5,54,5.69,5.64,2310
0.62,Very Good,D,VS2,59.2,59.1,5.55,5.6,2311
0.72,Good,G,VS2,63.4,53,5.72,5.79,2311
0.83,Good,J,SI1,63.8,58,5.97,5.95,2311
0.72,Premium,H,SI1,62.2,57,5.75,5.72,2311
0.83,Premium,J,SI1,62.8,58,6,5.95,2311
0.55,Very Good,E,VVS2,59.6,59,5.32,5.39,2312
0.78,Very Good,J,VS2,63,58,5.84,5.87,2312
0.7,Very Good,H,VS2,63.6,56,5.6,5.63,2312
0.7,Very Good,F,SI1,61.4,59,5.67,5.7,2312
0.7,Very Good,F,SI1,60.3,59,5.73,5.78,2312
0.7,Very Good,F,SI1,61.3,58,5.7,5.72,2312
0.7,Very Good,E,SI1,60.3,60,5.77,5.81,2312
0.78,Fair,F,SI2,64.6,53,5.83,5.78,2312
0.72,Ideal,I,VS2,61.6,55,5.76,5.78,2312
0.7,Ideal,G,SI1,61.1,57,5.72,5.77,2312
0.7,Good,D,SI2,59.3,64,5.8,5.76,2312
0.54,Premium,E,VVS2,61,59,5.28,5.27,2313
0.7,Very Good,F,SI1,61.7,59,5.64,5.68,2313
0.71,Very Good,E,SI2,62.2,58,5.68,5.73,2313
0.82,Very Good,J,SI1,62.9,57,5.88,5.94,2313
0.6,Ideal,G,VVS2,61.4,59,5.37,5.41,2313
0.71,Ideal,I,SI1,61.9,55,5.7,5.74,2313
0.71,Ideal,H,SI1,62.7,55,5.66,5.7,2313
0.71,Ideal,H,SI1,61.1,57,5.71,5.75,2313
0.71,Ideal,H,SI1,62.1,57,5.68,5.73,2313
0.7,Good,F,SI1,60,62,5.73,5.83,2313
0.63,Ideal,D,SI1,62,56,5.5,5.47,2313
0.81,Premium,I,SI1,61.8,58,5.97,5.91,2313
0.81,Ideal,H,SI2,63,57,5.94,5.9,2313
0.81,Premium,H,SI2,61.6,62,6,5.92,2313
0.52,Very Good,F,VVS1,62,57,5.11,5.15,2314
0.55,Very Good,G,IF,60.2,60,5.29,5.38,2314
0.7,Good,E,VS2,63.8,56,5.58,5.61,2314
0.72,Premium,F,SI1,61.6,60,5.79,5.73,2314
0.7,Premium,G,VS2,62.1,60,5.71,5.65,2314
0.71,Good,H,VS1,63.6,55,5.58,5.65,2315
0.71,Ideal,I,VS2,62.1,59,5.73,5.7,2315
0.7,Very Good,I,VS2,60.1,57,5.79,5.82,2316
0.78,Very Good,H,SI2,62.7,56,5.85,5.89,2316
0.76,Very Good,I,SI1,57.5,62,6.03,6.08,2316
0.83,Good,H,SI2,63.9,56,5.93,5.99,2316
0.72,Premium,G,SI1,61.3,56,5.79,5.76,2316
0.9,Premium,F,I1,61.9,59,6.18,6.16,2316
0.6,Premium,F,VVS2,62.4,56,5.44,5.39,2316
0.72,Premium,H,VS2,61.7,56,5.77,5.73,2316
0.59,Very Good,H,IF,61.7,56,5.42,5.48,2317
0.7,Premium,G,VS2,61.7,58,5.68,5.73,2317
0.7,Premium,G,VS2,60.8,58,5.75,5.8,2317
0.71,Ideal,G,SI1,62.3,56,5.73,5.7,2317
0.71,Premium,F,SI1,61.1,62,5.76,5.72,2317
0.71,Premium,D,SI2,61.6,60,5.7,5.64,2317
0.51,Ideal,E,VVS1,62.4,55,5.08,5.12,2317
0.79,Premium,I,SI1,61.8,60,5.96,5.92,2317
0.73,Fair,E,SI1,64.6,59,5.69,5.64,2317
0.71,Ideal,H,SI2,62.7,55,5.68,5.64,2317
0.56,Ideal,F,VS2,62.7,55,5.32,5.27,2318
0.56,Premium,F,VS2,60.7,57,5.39,5.35,2318
0.54,Very Good,D,VVS2,62.1,55,5.21,5.26,2318
0.65,Very Good,H,VVS1,61.6,58,5.57,5.62,2318
0.72,Very Good,G,SI1,63.3,53,5.73,5.68,2318
0.72,Ideal,G,SI1,62,56,5.75,5.71,2318
0.8,Fair,G,SI2,64.6,55,5.86,5.75,2318
0.71,Fair,I,VS1,57.1,57,5.87,5.9,2318
0.7,Good,D,SI1,64.2,60,5.62,5.59,2318
0.7,Fair,E,SI1,65.2,58,5.57,5.54,2318
0.7,Fair,D,SI1,64.6,57,5.6,5.57,2318
0.56,Ideal,G,VVS1,62,56,5.3,5.28,2318
0.56,Ideal,F,VVS2,61.9,56,5.32,5.28,2318
0.72,Premium,H,VS2,61.1,58,5.78,5.74,2318
0.72,Premium,F,SI1,62.6,59,5.74,5.69,2318
0.7,Very Good,E,SI1,63.4,56,5.7,5.6,2318
0.6,Ideal,F,VVS2,61.8,57,5.42,5.36,2318
0.56,Ideal,F,VVS2,60.3,56,5.39,5.35,2318
0.7,Very Good,D,SI1,62.5,63,5.7,5.63,2318
0.7,Good,D,SI1,64.2,62,5.52,5.48,2318
0.72,Premium,G,SI1,60.8,58,5.8,5.74,2318
0.74,Very Good,F,SI2,61.7,57,5.78,5.85,2319
0.71,Very Good,F,VS2,63.2,59,5.66,5.6,2319
0.7,Ideal,F,SI1,61.6,56,5.73,5.67,2319
0.7,Premium,F,SI1,60.2,58,5.76,5.7,2319
0.7,Premium,F,SI1,61.9,58,5.69,5.65,2319
0.61,Premium,F,VVS2,63,60,5.35,5.29,2319
0.59,Ideal,D,VS1,62,56,5.35,5.39,2319
0.71,Ideal,I,SI1,61.6,55,5.72,5.74,2319
0.71,Ideal,I,SI1,60.2,60,5.77,5.79,2319
0.71,Ideal,I,SI1,62.3,53,5.69,5.82,2319
0.71,Ideal,I,SI1,62,54,5.72,5.75,2319
0.71,Ideal,I,SI1,62.1,55,5.67,5.73,2319
0.71,Ideal,I,SI1,61,56,5.75,5.78,2319
0.7,Premium,D,SI2,62.1,60,5.73,5.71,2319
0.57,Ideal,E,VS2,61.3,57,5.38,5.29,2319
0.57,Ideal,E,VS2,61,54,5.43,5.39,2319
0.51,Very Good,E,VVS2,61.3,55,5.14,5.16,2320
0.51,Very Good,E,VVS2,61.8,56,5.13,5.16,2320
0.71,Good,F,VS2,63,59,5.59,5.65,2320
0.63,Ideal,G,VS2,61.9,58,5.48,5.51,2320
0.73,Ideal,H,SI1,62.6,57,5.66,5.74,2320
0.72,Premium,E,SI2,60.4,58,5.82,5.78,2320
0.56,Very Good,F,VVS1,61.7,56,5.26,5.3,2321
0.73,Ideal,G,SI1,62.3,54,5.81,5.78,2321
0.8,Very Good,J,VS1,63.4,56,5.9,5.87,2321
0.57,Ideal,F,VVS2,60.2,57,5.38,5.41,2321
0.62,Ideal,G,VS2,61.6,55,5.51,5.53,2321
0.56,Ideal,G,IF,62.2,54,5.3,5.34,2321
0.56,Ideal,G,IF,62,54,5.3,5.32,2321
0.53,Premium,D,VS1,61.3,58,5.27,5.2,2321
0.87,Premium,J,SI1,61.4,57,6.17,6.14,2321
0.71,Premium,E,SI2,62.7,59,5.66,5.7,2322
0.74,Good,G,VS2,64.2,53,5.72,5.69,2322
0.95,Fair,J,I1,64.9,56,6.17,6.12,2322
0.57,Ideal,F,VVS2,61.6,57,5.32,5.36,2322
0.59,Ideal,G,VVS1,61.5,57,5.36,5.4,2322
0.66,Very Good,H,VVS1,61.9,59,5.59,5.65,2323
0.81,Ideal,I,SI1,62.2,57,5.95,5.98,2323
1.01,Very Good,I,SI1,60.9,63,6.51,6.43,2323
0.51,Premium,E,VVS1,61.4,60,5.11,5.05,2323
0.54,Ideal,D,VVS2,61.2,55,5.31,5.25,2323
0.54,Premium,D,VVS2,59.1,60,5.36,5.34,2323
0.7,Very Good,E,SI2,60.8,57,5.66,5.72,2324
0.61,Ideal,E,VS1,62.1,57,5.41,5.47,2324
0.7,Very Good,F,VS2,62.2,56,5.67,5.75,2325
0.6,Ideal,D,VS2,61.5,55,5.42,5.45,2325
0.71,Ideal,G,SI2,60.6,57,5.81,5.87,2325
0.71,Very Good,I,VS1,62.3,60,5.69,5.73,2326
0.71,Very Good,F,SI2,61.6,59,5.7,5.76,2326
0.72,Very Good,I,VS2,62.1,57.5,5.72,5.74,2326
0.31,Very Good,H,VS1,62.4,58,4.28,4.34,544
0.31,Good,E,SI1,63.4,57,4.31,4.33,544
0.31,Very Good,H,VS1,61.5,61,4.31,4.34,544
0.31,Good,E,SI1,63.3,55,4.33,4.36,544
0.31,Very Good,H,VS1,61.8,61,4.32,4.36,544
0.31,Premium,G,VS2,62.4,59,4.34,4.38,544
0.31,Very Good,E,SI1,58.3,60,4.48,4.51,544
0.31,Premium,G,VS2,59.2,60,4.42,4.47,544
0.31,Premium,G,VS2,61.5,60,4.31,4.34,544
0.31,Very Good,G,VS2,61,56,4.35,4.37,544
0.31,Ideal,H,VS1,61.6,56,4.34,4.36,544
0.31,Good,E,SI1,63.1,54,4.31,4.34,544
0.31,Good,E,SI1,63.4,55,4.32,4.33,544
0.31,Premium,G,VS2,61.7,58,4.32,4.34,544
0.31,Good,E,SI1,63.1,55,4.33,4.36,544
0.31,Ideal,H,VS1,62.4,55,4.33,4.36,544
0.31,Very Good,H,VS1,62.9,58,4.31,4.34,544
0.31,Ideal,G,VS2,62.7,57,4.31,4.34,544
0.31,Ideal,H,VS1,62.1,54,4.3,4.37,544
0.31,Ideal,G,VS2,61.6,55,4.37,4.39,544
0.31,Good,E,SI1,63.1,57,4.3,4.35,544
0.31,Good,G,VS2,63.4,59,4.29,4.32,544
0.31,Very Good,E,SI1,62.3,56,4.37,4.4,544
0.31,Very Good,E,SI1,62.8,57,4.32,4.34,544
0.31,Premium,G,VS2,61.7,59,4.31,4.34,544
0.31,Very Good,G,VS2,60.7,61,4.33,4.37,544
0.31,Premium,G,VS2,60.9,58,4.35,4.38,544
0.31,Very Good,I,VVS2,62.2,57,4.34,4.37,544
0.31,Premium,I,VVS2,62.1,58,4.3,4.33,544
0.31,Good,E,VS2,63.4,55,4.32,4.35,544
0.73,Very Good,F,SI1,61.6,62,5.71,5.76,2326
0.73,Very Good,F,SI1,59.3,61,5.82,5.85,2326
0.59,Premium,D,VS1,61.9,58,5.37,5.32,2326
0.71,Ideal,H,SI1,62.3,54,5.74,5.76,2326
0.76,Good,I,SI1,64.3,60,5.69,5.64,2326
0.68,Premium,G,VS1,58.6,59,5.8,5.77,2326
0.7,Ideal,H,SI2,61.6,56,5.77,5.72,2326
1,Fair,G,SI2,70.2,58,6,5.73,2326
0.74,Very Good,I,VS2,60.8,59,5.83,5.85,2327
0.73,Ideal,I,VS2,62.1,54,5.79,5.8,2327
0.73,Ideal,I,VS2,61.6,54,5.81,5.84,2327
0.74,Ideal,H,SI2,62.1,57,5.75,5.81,2327
0.74,Ideal,I,SI1,62.3,57,5.76,5.79,2327
0.74,Good,H,VS2,63,57,5.72,5.77,2327
0.71,Premium,I,VS1,61.8,58,5.76,5.72,2327
0.71,Good,I,VS1,63.6,56,5.7,5.65,2327
